call_site,call_kind,containing_function,source_path,line,expression,message
004d3812,direct,004d3770,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1842,pPathAI->pScaledPaths,
004d3889,direct,004d3770,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1853,pPathAI->pPaths,
004d3974,direct,004d38e0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1889,pPathAI->pScaledPaths,
004d39c6,direct,004d38e0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1899,pPathAI->pPaths,
004d3b4c,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1957,fSuccess,
004d3b7f,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1962,pAnimObj->abHowMany,
004d3bf9,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,1971,pAnimObj->pBoundBox,
004d3da6,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2017,pAnimObj->pMorphs,
004d3e6a,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2027,pAnimObj->pMorphs[i].LODMesh.pFrames,
004d3f77,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2041,pAnimObj->pMorphs[i].LODMesh.pFrames[i2].pTextures,
004d40fe,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2062,pAnimObj->pTransforms,
004d41cd,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2072,pAnimObj->pTransforms[i].LODMesh.pFrames,
004d42e9,direct,004d3a10,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2094,pAnimObj->pTransforms[i].LODMesh.pFrames[i2].pTextures,
004d459c,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2151,fSuccess,
004d45c3,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2155,pAnimObj->abHowMany,
004d4623,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2164,pAnimObj->pBoundBox,
004d476b,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2206,pAnimObj->pMorphs,
004d47e3,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2213,pAnimObj->pMorphs[i].LODMesh.pFrames,
004d4892,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2223,pAnimObj->pMorphs[i].LODMesh.pFrames[i2].pTextures,
004d4a26,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2247,pAnimObj->pTransforms,
004d4aa4,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2254,pAnimObj->pTransforms[i].LODMesh.pFrames,
004d4b53,direct,004d4480,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2264,pAnimObj->pTransforms[i].LODMesh.pFrames[i2].pTextures,
004d4cf2,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2309,pProps,
004d4dc8,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2328,fSuccess,
004d4e31,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2335,pProps[i1].usFrame_Pos,
004d4e78,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2340,fSuccess,
004d4eaa,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2353,fSuccess,
004d4ede,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2357,pProps[i1].pTrigger,
004d4f1a,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2360,fSuccess,
004d4f52,direct,004d4cb0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2366,fSuccess,
004d4fe9,direct,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2402,pProps,
004d5097,direct,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2416,fSuccess,
004d50de,direct,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2422,pProps[i1].usFrame_Pos,
004d5145,direct,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2439,fSuccess,
004d5179,direct,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2443,fSuccess,
004d51cb,direct,004d4fc0,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2451,fSuccess,
004d531b,direct,004d5240,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2563,fSuccess,Couldn't read particle system.
004d5421,direct,004d5370,C:\Projects\Wizardry 8\Engine Code\LevelFile.cpp,2602,fSuccess,Couldn't Write particle system.
004d5804,direct,004d57a0,C:\Projects\Wizardry 8\Engine Code\SoundEvent.cpp,112,pSndEvent,SoundEvent: Out of memory
004d5860,direct,004d57a0,C:\Projects\Wizardry 8\Engine Code\SoundEvent.cpp,121,pSndEvent->m_pacWaveName,SoundEvent: Out of memory
004d5e75,direct,004d5a10,C:\Projects\Wizardry 8\Engine Code\SoundEvent.cpp,289,vPos,
004d6d4c,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,116,pTrigger,Missing trigger 'ChaosMolori'! It's not in the LVL file!
004d6d7f,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,120,pTrigger,Missing trigger 'Maddmook'! It's not in the LVL file!
004d6db2,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,124,pTrigger,Missing trigger 'CMbox'! It's not in the LVL file!
004d6de8,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,128,pTrigger,Missing trigger 'AstralDominae'! It's not in the LVL file!
004d6e1e,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,132,pTrigger,Missing trigger 'BallSlot'! It's not in the LVL file!
004d6e54,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,136,pTrigger,Missing trigger 'Flightrecordertrigger'! It's not in the LVL file!
004d6e8a,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,140,pTrigger,Missing trigger 'ULLspawn'! It's not in the LVL file!
004d6ec0,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,144,pTrigger,Missing trigger 'Mookholo'! It's not in the LVL file!
004d6ef6,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,156,pTrigger,Missing trigger 'MookFrontDoor'! It's not in the LVL file!
004d71c7,direct,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,231,pTrigger,Missing trigger 'Liche'! It's not in the LVL file!
004d7210,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,242,pTrigger,Missing trigger 'Triangle'! It's not in the LVL file!
004d7247,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,246,pTrigger,Missing trigger 'Circle'! It's not in the LVL file!
004d7279,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,250,pTrigger,Missing trigger 'Square'! It's not in the LVL file!
004d72ab,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,254,pTrigger,Missing trigger 'Star'! It's not in the LVL file!
004d72dd,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,258,pTrigger,Missing trigger 'ButtonBlocker'! It's not in the LVL file!
004d731d,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,278,pTrigger,Missing trigger 'RampUp'! It's not in the LVL file!
004d7353,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,282,pTrigger,Missing trigger 'ChaosATrigger'! It's not in the LVL file!
004d7389,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,286,pTrigger,Missing trigger 'ChaosBTrigger'! It's not in the LVL file!
004d73bf,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,290,pTrigger,Missing trigger 'LifeATrigger'! It's not in the LVL file!
004d73f5,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,294,pTrigger,Missing trigger 'LifeBTrigger'! It's not in the LVL file!
004d742b,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,298,pTrigger,Missing trigger 'KnowATrigger'! It's not in the LVL file!
004d7461,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,302,pTrigger,Missing trigger 'KnowBTrigger'! It's not in the LVL file!
004d7497,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,306,pTrigger,Missing trigger 'RampUp'! It's not in the LVL file!
004d74cd,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,310,pTrigger,Missing trigger 'Path1Camera'! It's not in the LVL file!
004d7558,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,324,pTrigger,Missing trigger 'MR109'! It's not in the LVL file!
004d75d8,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,340,pTrigger,Missing trigger 'F-Handlock'! It's not in the LVL file!
004d760e,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,344,pTrigger,Missing trigger 'ButtonGigas'! It's not in the LVL file!
004d7645,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,348,pTrigger,Missing trigger 'ButtonTrang'! It's not in the LVL file!
004d767b,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,352,pTrigger,Missing trigger 'ButtonRift'! It's not in the LVL file!
004d76b1,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,356,pTrigger,Missing trigger 'ButtonMaten'! It's not in the LVL file!
004d76e7,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,360,pTrigger,Missing trigger 'WireTrigger'! It's not in the LVL file!
004d771d,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,364,pTrigger,Missing trigger 'ButtonGigas'! It's not in the LVL file!
004d78d8,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,402,pTrigger,Missing trigger 'Arrowtraptrigger'! It's not in the LVL file!
004d790e,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,406,pTrigger,Missing trigger 'Spikeballtrigger'! It's not in the LVL file!
004d7944,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,410,pTrigger,Missing trigger 'DoorBolt'! It's not in the LVL file!
004d797a,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,414,pTrigger,Missing trigger 'DummyLever'! It's not in the LVL file!
004d79b0,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,418,pTrigger,Missing trigger 'Dummy'! It's not in the LVL file!
004d79e6,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,422,pTrigger,Missing trigger 'PerfumeBox'! It's not in the LVL file!
004d7a1c,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,426,pTrigger,Missing trigger 'StoneIdol'! It's not in the LVL file!
004d7a52,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,430,pTrigger,Missing trigger 'BlueFlowers'! It's not in the LVL file!
004d7a88,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,434,pTrigger,Missing trigger 'SquisherControls'! It's not in the LVL file!
004d7b03,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,448,pTrigger,Missing trigger 'roach_trigger'! It's not in the LVL file!
004d7b39,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,452,pTrigger,Missing trigger 'spider_trigger'! It's not in the LVL file!
004d7b6f,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,456,pTrigger,Missing trigger 'Bartrigger'! It's not in the LVL file!
004d7ba5,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,460,pTrigger,Missing trigger 'Coffinlide'! It's not in the LVL file!
004d7bdb,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,464,pTrigger,Missing trigger 'Coffinlidg'! It's not in the LVL file!
004d7c1c,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,1518,pTrigger,
004d7c5c,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,472,pTrigger,Missing trigger 'bell_button'! It's not in the LVL file!
004d7c92,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,476,pTrigger,Missing trigger 'micro_door2'! It's not in the LVL file!
004d7cd2,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,482,pTrigger,Missing trigger '_VOC_EWAXXCANNON1'! It's not in the LVL file!
004d7d08,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,490,pTrigger,Missing trigger 'EwaxxLanding'! It's not in the LVL file!
004d7d3e,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,494,pTrigger,Missing trigger 'catchCord'! It's not in the LVL file!
004d7d74,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,498,pTrigger,Missing trigger 'painActivatorTrigger'! It's not in the LVL file!
004d7daa,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,502,pTrigger,Missing trigger '_VOC_EWAXXTOPDOOR2'! It's not in the LVL file!
004d7def,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,511,pTrigger,Missing trigger '_VOC_EWAXXLIFT1'! It's not in the LVL file!
004d7e25,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,515,pTrigger,Missing trigger 'crank'! It's not in the LVL file!
004d7e5b,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,519,pTrigger,Missing trigger 'Security Button'! It's not in the LVL file!
004d7e91,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,523,pTrigger,Missing trigger 'VOC_EWAXXSENTRYtrig'! It's not in the LVL file!
004d7ec7,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,527,pTrigger,Missing trigger 'ewaxxdoortrigger03'! It's not in the LVL file!
004d7f08,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,1518,pTrigger,
004d7f4d,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,537,pTrigger,Missing trigger '_VOC_EWAXXLIFT1'! It's not in the LVL file!
004d7f83,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,541,pTrigger,Missing trigger '_VOC_EWAXXLIFT2'! It's not in the LVL file!
004d7fb9,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,545,pTrigger,Missing trigger '_VOC_EWAXXLIFT2'! It's not in the LVL file!
004d7fef,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,549,pTrigger,Missing trigger 'mudWallTrigger'! It's not in the LVL file!
004d8034,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,558,pTrigger,Missing trigger '_VOC_EWAXXTRAIN'! It's not in the LVL file!
004d806a,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,562,pTrigger,Missing trigger 'redwire'! It's not in the LVL file!
004d80a0,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,566,pTrigger,Missing trigger 'bluewire'! It's not in the LVL file!
004d80d6,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,570,pTrigger,Missing trigger 'yellowwire'! It's not in the LVL file!
004d810c,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,574,pTrigger,Missing trigger '_VOC_EWAXXLIFT3'! It's not in the LVL file!
004d8142,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,578,pTrigger,Missing trigger '_VOC_EWAXXTOPDOOR1'! It's not in the LVL file!
004d8178,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,582,pTrigger,Missing trigger '_VOC_EWAXXTOPDOOR1'! It's not in the LVL file!
004d81ae,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,586,pTrigger,Missing trigger '_VOC_EWAXXTOPDOOR1'! It's not in the LVL file!
004d81e4,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,590,pTrigger,Missing trigger 'triggerPlaneLaserAlarm'! It's not in the LVL file!
004d82c3,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,634,pTrigger,Missing trigger 'Fireantspawn'! It's not in the LVL file!
004d82f9,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,638,pTrigger,Missing trigger 'Sexspawn'! It's not in the LVL file!
004d832f,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,642,pTrigger,Missing trigger 'Hotstuff'! It's not in the LVL file!
004d8365,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,646,pTrigger,Missing trigger 'Gate'! It's not in the LVL file!
004d83a6,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,1518,pTrigger,
004d83e7,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,1518,pTrigger,
004d8427,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,656,pTrigger,Missing trigger 'AirBox'! It's not in the LVL file!
004d845d,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,660,pTrigger,Missing trigger 'DoorDone'! It's not in the LVL file!
004d849d,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,668,pTrigger,Missing trigger 'AltarBox'! It's not in the LVL file!
004d84d3,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,672,pTrigger,Missing trigger 'platformtrigger'! It's not in the LVL file!
004d8509,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,676,pTrigger,Missing trigger 'platformtrigger01'! It's not in the LVL file!
004d853f,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,680,pTrigger,Missing trigger 'platformtrigger02'! It's not in the LVL file!
004d859c,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,689,pTrigger,Missing trigger 'HigardiChest01'! It's not in the LVL file!
004d85d2,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,693,pTrigger,Missing trigger 'HigardiChest02'! It's not in the LVL file!
004d8608,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,697,pTrigger,Missing trigger 'HigardiChest03'! It's not in the LVL file!
004d863e,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,701,pTrigger,Missing trigger 'HigardiChest04'! It's not in the LVL file!
004d8674,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,705,pTrigger,Missing trigger 'HigardiChest05'! It's not in the LVL file!
004d86b5,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,1518,pTrigger,
004d86f5,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,714,pTrigger,Missing trigger 'gas_trig_plane01'! It's not in the LVL file!
004d872c,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,718,pTrigger,Missing trigger 'gas_trig_plane02'! It's not in the LVL file!
004d875e,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,722,pTrigger,Missing trigger 'gas_trig_plane03'! It's not in the LVL file!
004d8790,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,726,pTrigger,Missing trigger 'gas_trig_plane04'! It's not in the LVL file!
004d87c2,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,730,pTrigger,Missing trigger 'gas_trig_plane05'! It's not in the LVL file!
004d87f4,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,734,pTrigger,Missing trigger 'gas_trig_plane06'! It's not in the LVL file!
004d8826,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,738,pTrigger,Missing trigger 'gas_trig_plane07'! It's not in the LVL file!
004d8858,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,742,pTrigger,Missing trigger 'oil_pool'! It's not in the LVL file!
004d888e,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,746,pTrigger,Missing trigger 'onelid'! It's not in the LVL file!
004d88cf,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,1518,pTrigger,
004d8a78,direct,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,762,pTrigger,Missing trigger 'Fount_randomFX'! It's not in the LVL file!
004d8ae8,register-indirect,004d6c50,C:\Projects\Wizardry 8\Level Specific Code\MasterFunctionList.cpp,776,pTrigger,Missing trigger 'prisondoor06'! It's not in the LVL file!
